RNA5_1	44	12	4
RNA43	76	5	1
SSUA	139	0	22
RNA8	103	0	986
RNA23t_F	52	0	313
SSUA	139	1	10
RNA8	103	1	29
RNA23t_F	52	1	1
SSUA	139	2	50
RNA8	103	2	6
RNA23t_F	52	2	2
SSUA	139	3	24
RNA8	103	3	2
SSUA	139	4	25
RNA8	103	4	14
SSUA	139	5	9
RNA8	103	5	5
SSUA	139	6	2
SSUB	142	16	37
RNA8	103	6	34
RNA43	87	16	3
RNA8	103	7	18
SSUB	142	18	1
RNA8	103	8	4
SSUA	139	9	1
RNA8	103	9	16
