RNA31_F	10	461
RNA31_F	11	485
RNA31_F	12	568
RNA31_F	13	486
RNA31_F	14	411
RNA31_F	15	286
RNA31_F	16	159
RNA31_F	17	110
RNA31_F	18	51
RNA31_F	19	41
RNA31_F	2	914
RNA31_F	20	16
RNA31_F	21	12
RNA31_F	22	1
RNA31_F	25	1
RNA31_F	29	1
RNA31_F	3	392
RNA31_F	33	1
RNA31_F	4	139
RNA31_F	5	98
RNA31_F	6	97
RNA31_F	7	180
RNA31_F	8	267
RNA31_F	9	356
RNA3	2	334
RNA3	20	4
RNA3	21	2
RNA32_1	0	2
RNA32_1	15	3
RNA32_1	17	2
RNA32_1	4	7
RNA32_1	5	4
RNA32_1	7	2
RNA3	22	1
RNA3	23	1
RNA3	27	1
RNA32_F	0	28
RNA32_F	1	5
RNA32_F	10	28
RNA32_F	11	20
RNA32_F	12	25
RNA32_F	13	36
RNA32_F	14	12
RNA32_F	15	12
RNA32_F	16	6
RNA32_F	17	11
RNA32_F	18	4
RNA32_F	2	2
RNA32_F	25	1
RNA32_F	3	7
RNA32_F	4	73
RNA32_F	5	101
RNA32_F	6	19
RNA32_F	7	6
RNA32_F	8	13
RNA32_F	9	16
RNA3	3	1001
RNA33_1	0	687
RNA33_1	1	157
RNA33_1	10	1124
RNA33_1	11	1546
RNA33_1	12	1794
RNA33_1	13	1776
RNA33_1	14	1251
RNA33_1	15	766
RNA33_1	16	469
RNA33_1	17	229
RNA33_1	18	149
RNA33_1	19	68
RNA33_1	2	55
RNA33_1	20	45
RNA33_1	21	23
RNA33_1	22	7
RNA33_1	23	1
RNA33_1	24	2
RNA33_1	25	1
RNA33_1	26	3
RNA33_1	28	1
RNA33_1	29	1
RNA33_1	3	53
RNA33_1	4	54
RNA33_1	5	71
RNA33_1	6	97
RNA33_1	7	108
RNA33_1	8	190
RNA33_1	9	460
RNA33_2	0	150
RNA33_2	1	37
RNA33_2	10	41
RNA33_2	11	78
RNA33_2	12	90
RNA33_2	13	117
RNA33_2	14	92
RNA33_2	15	68
RNA33_2	16	65
RNA33_2	17	43
RNA33_2	18	29
RNA33_2	19	18
RNA33_2	2	11
RNA33_2	20	11
RNA33_2	21	6
RNA33_2	22	2
RNA33_2	23	1
RNA33_2	25	1
RNA33_2	3	7
RNA33_2	4	7
RNA33_2	5	3
RNA33_2	6	9
RNA33_2	7	9
RNA33_2	75	1
RNA33_2	8	15
RNA33_2	9	33
RNA3	36	1
RNA33_F	0	153
RNA33_F	1	22
RNA33_F	10	19
RNA33_F	11	14
RNA33_F	12	8
RNA33_F	13	14
RNA33_F	14	8
RNA33_F	15	7
RNA33_F	16	9
RNA33_F	17	6
RNA33_F	18	9
RNA33_F	2	9
RNA33_F	20	2
RNA33_F	21	1
RNA33_F	3	6
RNA33_F	32	1
RNA33_F	4	5
RNA33_F	5	6
RNA33_F	6	6
RNA33_F	7	5
RNA33_F	8	5
RNA33_F	9	7
RNA3	4	5436
RNA34_1	0	24645
RNA34_1	1	975
RNA34_1	10	175
RNA34_1	11	253
RNA34_1	12	290
RNA34_1	13	318
RNA34_1	14	292
RNA34_1	15	249
RNA34_1	16	167
RNA34_1	17	144
RNA34_1	18	105
RNA34_1	19	128
RNA34_1	2	215
RNA34_1	20	223
RNA34_1	21	410
RNA34_1	22	494
RNA34_1	23	332
RNA34_1	24	132
RNA34_1	25	41
RNA34_1	26	18
RNA34_1	27	9
RNA34_1	28	1
RNA34_1	3	129
RNA34_1	33	1
RNA34_1	34	1
RNA34_1	4	225
RNA34_1	5	157
RNA34_1	6	94
RNA34_1	7	63
RNA34_1	8	64
RNA34_1	9	92
RNA34_F	0	95401
RNA34_F	1	15320
RNA34_F	10	14628
RNA34_F	11	20311
RNA34_F	12	27763
RNA34_F	13	32871
RNA34_F	14	32130
RNA34_F	15	29663
RNA34_F	16	24054
RNA34_F	17	20691
RNA34_F	18	20450
RNA34_F	19	26486
RNA34_F	2	13150
RNA34_F	20	45875
RNA34_F	21	80688
RNA34_F	22	96610
RNA34_F	23	59109
RNA34_F	24	25317
RNA34_F	25	9654
RNA34_F	26	3935
RNA34_F	27	1651
RNA34_F	28	712
RNA34_F	29	347
RNA34_F	3	13802
RNA34_F	30	207
RNA34_F	31	149
RNA34_F	32	112
RNA34_F	33	72
RNA34_F	34	66
RNA34_F	35	50
RNA34_F	36	22
RNA34_F	37	22
RNA34_F	38	18
RNA34_F	39	21
RNA34_F	4	29459
RNA34_F	40	14
RNA34_F	41	13
RNA34_F	42	10
RNA34_F	43	7
RNA34_F	44	7
RNA34_F	45	1
RNA34_F	46	6
RNA34_F	47	3
RNA34_F	48	1
RNA34_F	49	4
RNA34_F	5	24180
RNA34_F	50	1
RNA34_F	51	2
RNA34_F	52	1
RNA34_F	53	2
RNA34_F	54	1
RNA34_F	59	1
RNA34_F	6	13912
RNA34_F	65	1
RNA34_F	7	8481
RNA34_F	72	1
RNA34_F	73	1
RNA34_F	74	1
RNA34_F	75	1
RNA34_F	78	1
RNA34_F	8	8556
RNA34_F	80	1
RNA34_F	85	4
RNA34_F	86	35
RNA34_F	87	11
RNA34_F	9	10166
RNA3	5	14889
RNA35	0	3584
RNA35	1	690
RNA35	10	6224
RNA35	11	2595
RNA35	12	1093
RNA35	128	2
RNA35	13	789
RNA35	14	534
RNA35	15	347
RNA35	16	210
RNA35	17	141
RNA35	18	92
RNA35	19	34
RNA35	2	148
RNA35	20	20
RNA35	21	6
RNA35	22	2
RNA35	24	3
RNA35	25	1
RNA35	3	283
RNA35	4	312
RNA35	49	1
RNA35	5	413
RNA35	54	1
RNA35	59	1
RNA35	6	408
RNA35	7	1687
RNA35	8	8200
RNA3	59	2
RNA35	9	9373
RNA3	6	6252
RNA36	0	502
RNA36	1	122
RNA36	10	10
RNA36	11	8
RNA36	12	3
RNA36	13	3
RNA36	14	4
RNA36	15	2
RNA36	16	1
RNA36	17	1
RNA36	18	1
RNA36	19	1
RNA36	2	3
RNA36	22	1
RNA36	3	105
RNA36	4	61
RNA36	5	36
RNA36	6	20
RNA36	7	23
RNA36	8	18
RNA36	9	11
RNA3	7	3115
RNA37	0	25
RNA37	1	3
RNA37	10	1
RNA37	12	1
RNA37/38_F	0	5
RNA37/38_F	2	2
RNA37/38_F	4	4
RNA37/38_F	5	10
RNA37/38_F	6	6
RNA37/38_F	8	1
RNA37	4	2
RNA37	5	6
RNA37	6	2
RNA3	8	1797
RNA38	0	8
RNA38	1	4
RNA38	2	1
RNA38	3	7
RNA38	4	4
RNA38	5	13
RNA38	6	7
RNA38	7	1
RNA38	8	1
RNA3	9	717
RNA39	0	310
RNA39	1	50
RNA39	10	60
RNA39	11	131
RNA39	12	217
RNA39	13	544
RNA39	131	1
RNA39	14	872
RNA39	15	1122
RNA39	16	550
RNA39	17	194
RNA39	18	66
RNA39	19	28
RNA39	2	24
RNA39	20	6
RNA39	21	6
RNA39	22	4
RNA39	23	6
RNA39	24	2
RNA39	28	1
RNA39	3	28
RNA39	4	43
RNA39	5	30
RNA39	6	38
RNA39	7	46
RNA39	8	34
RNA39	9	44
RNA40	0	76
RNA40	1	8
RNA40	10	4
RNA40	11	2
RNA40	12	4
RNA40	13	2
RNA40	14	4
RNA40	15	1
RNA40	16	2
RNA40	17	1
RNA40	2	4
RNA40	3	14
RNA40	5	3
RNA40	7	2
RNA40	9	2
RNA41	0	5
RNA41	1	1
RNA41	13	1
RNA41	15	1
RNA41	3	2
RNA42	0	376
RNA42	1	139
RNA42	10	614
RNA42	11	840
RNA42	12	1013
RNA42	13	789
RNA42	14	562
RNA42	15	361
RNA42	16	221
RNA42	17	156
RNA42	18	87
RNA42	19	37
RNA42	2	39
RNA42	20	22
RNA42	21	14
RNA42	22	7
RNA42	23	4
RNA42	24	3
RNA42	25	5
RNA42	27	1
RNA42	3	24
RNA42	4	30
RNA42	41	1
RNA42	5	27
RNA42	6	39
RNA42	7	54
RNA42	8	123
RNA42	9	268
RNA43	0	267
RNA43	1	58
RNA43	10	58
RNA43	11	89
RNA43	12	98
RNA43	13	128
RNA43	14	99
RNA43	15	74
RNA43	16	74
RNA43	17	49
RNA43	18	36
RNA43	19	18
RNA43	2	19
RNA43	20	11
RNA43	21	7
RNA43	22	2
RNA43	23	1
RNA43	25	1
RNA43	3	13
RNA43	32	1
RNA43	4	12
RNA43	5	8
RNA43	6	13
RNA43	7	13
RNA43	75	1
RNA43	8	20
RNA43	9	39
RNA5_1	0	21534
RNA5_1	1	16598
RNA5_1	10	109
RNA5_1	11	107
RNA5_1	12	119
RNA5_1	13	146
RNA5_1	14	143
RNA5_1	15	146
RNA5_1	16	124
RNA5_1	17	136
RNA5_1	18	79
RNA5_1	19	39
RNA5_1	2	605
RNA5_1	20	22
RNA5_1	21	13
RNA5_1	22	3
RNA5_1	23	3
RNA5_1	24	1
RNA5_1	25	2
RNA5_1	3	78
RNA5_1	4	51
RNA5_1	5	25
RNA5_1	6	43
RNA5_1	7	21
RNA5_1	8	51
RNA5_1	9	65
RNA5_F	0	190945
RNA5_F	1	26864
RNA5_F	10	385369
RNA5_F	11	1184279
RNA5_F	12	617553
RNA5_F	13	302107
RNA5_F	14	147843
RNA5_F	15	78032
RNA5_F	16	41983
RNA5_F	17	20369
RNA5_F	18	10123
RNA5_F	19	4488
RNA5_F	2	17612
RNA5_F	20	1965
RNA5_F	21	843
RNA5_F	22	370
RNA5_F	23	144
RNA5_F	24	67
RNA5_F	25	32
RNA5_F	26	17
RNA5_F	27	8
RNA5_F	3	21765
RNA5_F	30	1
RNA5_F	31	1
RNA5_F	32	1
RNA5_F	35	1
RNA5_F	39	1
RNA5_F	4	22051
RNA5_F	41	1
RNA5_F	49	1
RNA5_F	5	22692
RNA5_F	53	1
RNA5_F	54	1
RNA5_F	55	2
RNA5_F	6	23296
RNA5_F	61	1
RNA5_F	64	2
RNA5_F	66	1
RNA5_F	67	21
RNA5_F	7	31702
RNA5_F	8	55663
RNA5_F	9	120027
RNA6	0	1242941
RNA6	1	95582
RNA6	10	3588
RNA6	11	3444
RNA6	12	3371
RNA6	13	2993
RNA6	14	2277
RNA6	15	1728
RNA6	16	1046
RNA6	17	778
RNA6	18	449
RNA6	19	227
RNA6	2	109043
RNA6	20	111
RNA6	21	58
RNA6	22	29
RNA6	23	26
RNA6	24	11
RNA6	25	8
RNA6	26	4
RNA6	27	1
RNA6	28	2
RNA6	29	1
RNA6	3	2516711
RNA6	30	1
RNA6	31	3
RNA6	32	2
RNA6	34	1
RNA6	4	2180090
RNA6	40	1
RNA6	42	1
RNA6	46	1
RNA6	5	156625
RNA6	6	32588
RNA6	7	6077
RNA6	8	4744
RNA6	88	2
RNA6	9	3255
RNA6	94	4
RNA6	95	1
RNA7	0	37525
RNA7	1	4081
RNA7	10	22051
RNA7	11	18227
RNA7	12	15074
